time,mean_clouds
4/1/2014 0:00,0.450714141
5/1/2014 0:00,0.241279215
6/1/2014 0:00,0.261286467
7/1/2014 0:00,0.104865111
8/1/2014 0:00,0.252162665
9/1/2014 0:00,0.250279725
10/1/2014 0:00,0.382217556
11/1/2014 0:00,0.410253376
12/1/2014 0:00,0.600009382
1/1/2015 0:00,0.612759829
2/1/2015 0:00,0.382360518
3/1/2015 0:00,0.419102341
4/1/2015 0:00,0.436717659
5/1/2015 0:00,0.194503859
6/1/2015 0:00,0.206073359
7/1/2015 0:00,0.267874599
8/1/2015 0:00,0.27216807
9/1/2015 0:00,0.234252974
10/1/2015 0:00,0.362677634
11/1/2015 0:00,0.286129117
12/1/2015 0:00,0.373516113
1/1/2016 0:00,0.40260461
2/1/2016 0:00,0.585357785
3/1/2016 0:00,0.554731548
4/1/2016 0:00,0.521249533
5/1/2016 0:00,0.447191477
6/1/2016 0:00,0.329101503
7/1/2016 0:00,0.221150815
8/1/2016 0:00,0.338544816
9/1/2016 0:00,0.312072188
10/1/2016 0:00,0.277739704
11/1/2016 0:00,0.414612621
12/1/2016 0:00,0.525033832
1/1/2017 0:00,0.559830785
2/1/2017 0:00,0.577489436
3/1/2017 0:00,0.536206186
4/1/2017 0:00,0.49997595
5/1/2017 0:00,0.295129865
6/1/2017 0:00,0.270629346
7/1/2017 0:00,0.128712177
8/1/2017 0:00,0.259962648
9/1/2017 0:00,0.20993349
10/1/2017 0:00,0.434298486
11/1/2017 0:00,0.517370105
12/1/2017 0:00,0.544817865
1/1/2018 0:00,0.4398835
2/1/2018 0:00,0.657131851
3/1/2018 0:00,0.5176965
4/1/2018 0:00,0.465638369
5/1/2018 0:00,0.37681511
6/1/2018 0:00,0.13325122
7/1/2018 0:00,0.201899156
8/1/2018 0:00,0.213190943
9/1/2018 0:00,0.26409322
10/1/2018 0:00,0.302881867
11/1/2018 0:00,0.488623589
12/1/2018 0:00,0.436276436
1/1/2019 0:00,0.577068031
2/1/2019 0:00,0.521247447
3/1/2019 0:00,0.554400802
4/1/2019 0:00,0.482468277
5/1/2019 0:00,0.352486491
6/1/2019 0:00,0.255227923
7/1/2019 0:00,0.310511917
8/1/2019 0:00,0.17614454
9/1/2019 0:00,0.246031761
10/1/2019 0:00,0.29416582
11/1/2019 0:00,0.475923151
12/1/2019 0:00,0.675285399
1/1/2020 0:00,0.447198391
2/1/2020 0:00,0.423090279
3/1/2020 0:00,0.493380696
4/1/2020 0:00,0.502856493
5/1/2020 0:00,0.409436882
6/1/2020 0:00,0.381963462
7/1/2020 0:00,0.408789754
8/1/2020 0:00,0.232458889
9/1/2020 0:00,0.15047878
10/1/2020 0:00,0.293268055
11/1/2020 0:00,0.478101134
12/1/2020 0:00,0.522791386
1/1/2021 0:00,0.531878948
2/1/2021 0:00,0.509685874
3/1/2021 0:00,0.52748245
4/1/2021 0:00,0.40054816
5/1/2021 0:00,0.33822462
6/1/2021 0:00,0.40748176
7/1/2021 0:00,0.179527432
8/1/2021 0:00,0.15659146
9/1/2021 0:00,0.184692353
10/1/2021 0:00,0.364756286
11/1/2021 0:00,0.399568707
12/1/2021 0:00,0.386906177
1/1/2022 0:00,0.607380092
2/1/2022 0:00,0.43702957
3/1/2022 0:00,0.299851984
4/1/2022 0:00,0.30409494
5/1/2022 0:00,0.26715222
6/1/2022 0:00,0.252092004
7/1/2022 0:00,0.155795068
8/1/2022 0:00,0.330143988
9/1/2022 0:00,0.163942859
10/1/2022 0:00,0.309862405
11/1/2022 0:00,0.469373226
12/1/2022 0:00,0.443543315
1/1/2023 0:00,0.487222105
2/1/2023 0:00,0.47728917
3/1/2023 0:00,0.540521383
4/1/2023 0:00,0.503079832
5/1/2023 0:00,0.398527056
6/1/2023 0:00,0.204856321
7/1/2023 0:00,0.200377852
8/1/2023 0:00,0.166096464
9/1/2023 0:00,0.390922785
10/1/2023 0:00,0.293656349
11/1/2023 0:00,0.413514286
12/1/2023 0:00,0.603225112
1/1/2024 0:00,0.55470258
2/1/2024 0:00,0.575491548
3/1/2024 0:00,0.492788523
4/1/2024 0:00,0.45971489
5/1/2024 0:00,0.293790519
6/1/2024 0:00,0.258111179
7/1/2024 0:00,0.31446591
8/1/2024 0:00,0.309571505
9/1/2024 0:00,0.287846684
